ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_id8yxycz3h,0.12542808131912908,0.08521125491718175,0.0007125009855100835,0.1360082780413429,0.148802042433068,0.5038378423037682
tour_idq3khwer6,0.025782658552761392,0.006187562070979519,6.594870447843708e-05,0.18009716538525303,0.13898689361607797,0.6488797716704496
tour_idhgharflp,0.20637168711961415,0.05924785755238539,0.006018009090794872,0.048147335906509686,0.060156480216699774,0.6200586301139962
tour_idqjzzhcvz,0.15034202900213364,0.45632463127279116,0.24677533379154587,0.028106718457245588,0.034651865079365275,0.08379942239691869
tour_id0l0xaktp,0.05791396521220395,0.013218644642804145,0.00046855552287062516,0.1571960202916882,0.051733417014268555,0.7194693973161647
tour_idbg22qq89,0.05080281052441791,0.013365513996626189,0.00025877581237063256,0.09012104180187874,0.10662108152389012,0.7388307763408163
tour_idwkhfwtqp,0.4714301951234738,0.45061008523044405,0.0029963892151463377,0.006743963774827852,0.004241164841435873,0.06397820181467218
tour_id34dyvoyk,0.12200244025655377,0.016202662327197498,0.00017175558718795922,0.06656911158083552,0.02955792761382764,0.7654961026343976
tour_id5cfn85zh,0.19016046700831704,0.09952945813351032,0.0025542598925610673,0.05667941917639043,0.03330990822662752,0.6177664875625937
tour_id84rchmqs,0.006808389742248209,0.004913253268049661,0.00014812660192615247,0.44450631877029245,0.2745009279639199,0.2691229836535638
tour_idjh4cjj2x,0.06005653413503436,0.018924864182222386,0.0002998130460693952,0.1664314253856473,0.20916488017477547,0.545122483076251
tour_idzy1dc1xm,0.30802433511535826,0.45905881453351266,0.008545678674113686,0.01712889218845226,0.04199453855686447,0.16524774093169875
tour_id80j7qu6z,0.24029283437691754,0.07583500246135144,0.0015259607855664119,0.07243655712429865,0.07373735216665107,0.5361722930852149
tour_iddtkykn6k,0.029382621367685848,0.0034952931955372505,0.0002672031952278872,0.21339059782155956,0.40564144307747674,0.34782284134251285
tour_idg04qytor,0.10586453283860298,0.7843542691789185,0.021829582369417858,0.0076316019365888785,0.006689097281561072,0.0736309163949109
tour_idv9sccb8o,0.38204271545058255,0.32752122611273793,0.003360801427856314,0.016830564224325977,0.018777596878040873,0.25146709590645633
tour_idfstvxwpt,0.3909178213222864,0.19206804237220362,0.003820858500079687,0.018461208115252804,0.01727694272958644,0.3774551269605911
tour_idw8zh4idj,0.25267972610106665,0.4748115315482253,0.050284647377626494,0.008441887062553471,0.02152515592662288,0.1922570519839053
tour_idri1bxxwf,0.18498572736138583,0.03650552652299772,0.0008726238293094365,0.15621328785382252,0.11079683886578381,0.5106259955667007
tour_id9jns3l59,0.06390631211668746,0.7647211781966113,0.0981622623589334,0.008458522509866345,0.013215931413131264,0.05153579340477002
tour_idykz7qmpj,0.21621709609413223,0.045717306805135534,0.0011012302801633447,0.16041431439032827,0.08580710310550012,0.49074294932474044
tour_idff7h0lmy,0.37440264631517783,0.2949409383656756,0.005667048592295326,0.06396732794839795,0.0245082757931868,0.2365137629852666
tour_idjhminmzn,0.7439449697096979,0.1682876645847652,0.009564514652196928,0.0045540864616918095,0.0039019768022944754,0.06974678778935371
tour_idiihytata,0.04101279705941539,0.710680583857726,0.2272500940451795,0.004928949153027944,0.003800634641986193,0.012326941242664948
tour_idp48ka6jb,0.08916742750180869,0.8317825387873091,0.02362364370442048,0.0053784332116966135,0.00448948091821247,0.04555847587655278
tour_idthc6m7sk,0.32208480798647326,0.5690817661823316,0.017584209130849,0.005112464805632703,0.010224379082172096,0.07591237281254118
tour_idikm37slu,0.2838840197168235,0.6026542891114199,0.017771508271956383,0.006168961743427672,0.01062480618801606,0.0788964149683566
tour_idvay0ce8g,0.013020545936495638,0.0019688586183711173,0.00011810317566356036,0.17937710407513377,0.5970112763156473,0.2085041118786885
tour_idljettp5j,0.007221742870608845,0.002061251762966861,8.810984125048081e-05,0.3845413391716777,0.4121059013611174,0.1939816549923788
tour_id6b75m18g,0.012550602095361851,0.003906560221249061,9.138000792400772e-05,0.26302755271273687,0.21341043617054842,0.5070134687921799
tour_idh1qz4kip,0.38437596219617914,0.29630979590763346,0.007109646716013669,0.047193830608418266,0.03555853414904393,0.22945223042271165
tour_idct1mds8n,0.4498048477597971,0.4523370962907612,0.008438648508011163,0.009832215684175662,0.006687520874087766,0.07289967088316698
tour_idmdkapl5e,0.27293584488015993,0.6001125440082717,0.01850048954261931,0.024099739251636484,0.013766253246120222,0.07058512907119228
tour_idtxl27kyw,0.039558374699498834,0.007588420195301851,7.01692982232623e-05,0.23673251294786943,0.11600303971574585,0.6000474831433608
tour_id3f5s1s8k,0.16377299072437226,0.7144209377330059,0.03529813839855082,0.007653336924997412,0.009264203548556438,0.06959039267051739
tour_idmy8ugm33,0.09671541059789868,0.847128261338682,0.02594390611056349,0.0020671549433259584,0.004773479232811518,0.023371787776718292
tour_id15xhujqe,0.07094137218182668,0.8168971971996324,0.05009133890070868,0.00466135135182698,0.008099419549725458,0.04930932081627991
tour_idnvjzjzis,0.028991495832562178,0.008085338620219776,0.00040107795673470026,0.3572458848225817,0.1550682895964267,0.450207913171475
tour_idicgj22ml,0.08211711928602802,0.8786844754753498,0.018659930552309096,0.0016070420212322062,0.0019495196526443284,0.01698191301243658
tour_ideq6kef16,0.09155416816865038,0.6662403188636028,0.08069390524898296,0.024141523717820638,0.023273348516472562,0.1140967354844706
tour_idm3ru5o69,0.13220098720143236,0.7407042073240034,0.026959121290070696,0.012074506812943971,0.009847886656640412,0.0782132907149093
tour_idtjnibi1v,0.025505990690639902,0.006838695955466333,0.00021322164082320804,0.2518884064525613,0.3951301405712936,0.3204235446892158
tour_id9mqg4jpi,0.8309784879253704,0.08047631282535497,0.007355907523850297,0.005788771817196545,0.005106330815544166,0.07029418909268352
tour_id6qtlrlj0,0.15231233038681646,0.06087519767014695,0.0008843867310862075,0.0472302880585357,0.03533957208910522,0.7033582250643095
tour_id7quxawwm,0.5278611031471915,0.09867121824572311,0.0017790701413933796,0.010731553052898489,0.007361797102876095,0.35359525830991756
tour_id37beg9uz,0.4363287552888194,0.4473818070869697,0.01276411640545071,0.004855228118408746,0.010853891501765934,0.08781620159858572
tour_idmul4fjnn,0.08761459370155858,0.014938799021705872,0.00016551179252492621,0.24032885003737428,0.1715667635531318,0.4853854818937045
tour_idotkse0oz,0.2315228069889144,0.621877158047242,0.009463442619781678,0.010577105216749382,0.026676723901022187,0.09988276322629029
tour_idctl4gkkk,0.38642815480719295,0.3519625812016205,0.010298224581226218,0.022003423453682662,0.018328718809498334,0.21097889714677925
tour_idkzhlxsk5,0.2993088438837626,0.4623030823550598,0.01281520269376392,0.011243890389161354,0.014361622355524156,0.19996735832272816
tour_idt8nbpyzu,0.3151836303977121,0.11880674400475714,0.0023398015864492436,0.1200063792965934,0.05927889240225765,0.38438455231223045
tour_idlvf31ik8,0.4978273521907436,0.2274829275220891,0.0039367225965903155,0.04090578342421614,0.02169652954732132,0.20815068471903947
tour_idbgqv7ifs,0.014416225762949715,0.007615111459527071,0.00015017019096794616,0.2988024687994798,0.25198766542635787,0.4270283583607177
tour_id0prergei,0.013401995046873005,0.001834349880453933,0.00014974656085932467,0.2788573497735179,0.41548431722896056,0.29027224150933534
tour_idj7tc65fn,0.21026981676285308,0.04175844089249415,0.0007835133563350912,0.07708944297052123,0.06069367150978618,0.6094051145080103
tour_idm1x1vxbw,0.008564451680700799,0.0018067594904286092,0.00015237034184565596,0.31991168559407124,0.5138316109427972,0.15573312195015654
tour_id21v0cxt1,0.3489946256277292,0.4513656732620134,0.012016247734878638,0.013053838752619305,0.02665091117464922,0.14791870344811017
tour_id1mcdpog2,0.026900612639037667,0.011339327667922406,0.00016973134540816909,0.1541586036463954,0.20278244386786137,0.604649280833375
tour_idhqzs2gq8,0.014016225724498435,0.004009958362364888,0.0002568941317851719,0.31619772953871006,0.35498579353249343,0.31053339871014796
tour_idbjvcvpse,0.021278346349049283,0.0066345666839064685,0.000391098343725221,0.4071987598268756,0.22616970034212872,0.3383275284543146
tour_idqmtjec5c,0.3938612987708537,0.15440032658717426,0.0028132910368096654,0.017719997854278188,0.0736520359957525,0.3575530497551318
tour_idjylqwsbx,0.3126241061562238,0.563252004698601,0.025983258646334027,0.00527857593429331,0.008883319012631976,0.08397873555191594
tour_id59lpui19,0.008712608466324002,0.0016326984747210577,0.00020937104338045092,0.1822415605908252,0.5635878362834658,0.24361592514128355
tour_idfcuq5wgy,0.2907303638049425,0.05136653855816733,0.0010797664631167954,0.041963653343952724,0.0497767185676684,0.5650829592621522
tour_id7pyzqpkw,0.10577190358566473,0.8200943690925635,0.03775907794756645,0.0023384596599317253,0.0057051351478996795,0.02833105456637386
tour_ideb9lf8br,0.44358000271132136,0.46550329437865073,0.0052705866725094,0.01100747504164197,0.005534322559052243,0.06910431863682426
tour_idzogf5dwk,0.19884762209580456,0.05276053698486007,0.002326563310886959,0.03965767040057184,0.030621385035077702,0.6757862221727988
tour_id41mnpgqc,0.0606230227830264,0.8632270351488688,0.012694103509033279,0.015999117413953205,0.0045336018169241715,0.04292311932819416
tour_idmwyzw189,0.0056847554023151435,0.0037441107260194886,0.00014548193339529542,0.4231957145717605,0.36987190544851656,0.19735803191799298
tour_idtjumeoc1,0.23696420129685297,0.5426609524055969,0.01909925445544053,0.01713238862555564,0.030935777302473096,0.15320742591408093
tour_idtncu3vvj,0.03500829994388958,0.01337264712543039,0.00017110522330437852,0.3213737710892134,0.17889575792774076,0.4511784186904214
tour_idzcavo88u,0.005973037683713405,0.0033751555110582113,9.693075282462109e-05,0.20886041230360544,0.627706513631513,0.15398795011728536
tour_idkot0odg6,0.010193663962508091,0.006856679818401663,0.0001903478411479355,0.32685648799386285,0.32629942911247933,0.3296033912716001
tour_id8z19zqq4,0.15185130409517322,0.7830762345915969,0.022269790124950974,0.003339405557737434,0.0050132361232292305,0.03445002950731214
tour_idm10lb8m7,0.325790124505331,0.0699514386565156,0.001862797619468049,0.039733979297934256,0.08456222998390735,0.4780994299368438
tour_idr3vd82x6,0.6899959078134251,0.21354617009314247,0.013126197057697804,0.007400185677903251,0.0056005415648800695,0.07033099779295107
tour_iduzdp7vc3,0.10801625402543971,0.8318125982257584,0.015859842907232826,0.006516984354814204,0.0035210800659629953,0.034273240420792044
tour_id095wm8uu,0.2100643038183616,0.1397233835636929,0.0008894264367264201,0.04394480088273972,0.021615678172827453,0.5837624071256519
tour_idfr76spf4,0.59134041466882,0.2765412833089099,0.012105039977738888,0.004617681671458442,0.008031279238637615,0.10736430113443508
tour_idjs9dcswi,0.24837562373752475,0.6562077975581514,0.009396061943267968,0.009050157602809502,0.019625605327870176,0.05734475383037625
tour_idz34rclqa,0.33585929164412964,0.2600102089191735,0.0022731950721572663,0.023766892171090227,0.015755545920281833,0.3623348662731676
tour_id68ja64qt,0.3650812370237948,0.07363060319921218,0.0006973408719895889,0.040807294576020225,0.009462921683048757,0.5103206026459344
tour_idxac2uuqv,0.004871184272139192,0.0031084606784804914,0.00023137600676389434,0.18562065412291417,0.6733038890791246,0.1328644358405775
tour_idf8oqfnlm,0.10930757987389356,0.05113600059433499,0.0006598761493644102,0.0861133971127848,0.20552764034472748,0.5472555059248948
tour_idvunzjwfc,0.2354269468934639,0.5976000060745915,0.021153947414262488,0.00629938424663972,0.04989098716998338,0.08962872820105905
tour_idw21ciy88,0.0898482541573469,0.8635016382608396,0.018483794524755737,0.0017972538530157526,0.004361345992743646,0.022007713211298248
tour_idh9xqxr96,0.09893838057208701,0.02874017348245799,0.0004353243077166314,0.1783319719609897,0.07779482454087043,0.6157593251358782
tour_idxverh9fy,0.006726236100317249,0.0037782863713772246,7.29534875318945e-05,0.13545889997155194,0.7550107400691597,0.0989528840000621
tour_idokj8jc82,0.4276827428852572,0.13707296209211042,0.0007473737245295849,0.012993636869432421,0.008169169714016815,0.4133341147146535
tour_id7nzgco3n,0.28916524890819983,0.5100698927524399,0.026207454030492062,0.029144344776449976,0.029207196228240175,0.11620586330417813
tour_idssevzcvv,0.09724334957496636,0.040900652570068675,0.00024085545940975841,0.07618437224384991,0.07136721397590995,0.7140635561757953
tour_idpl6n18rb,0.0030407022530712,0.001319869201039294,8.900455377193664e-05,0.14163709276835873,0.7378583765081478,0.11605495471561124
tour_id00ickkxa,0.011679035806705896,0.0066435657555598045,0.00023044274703859656,0.27625545953161534,0.1824676957499378,0.5227238004091426
tour_idtc8elj66,0.17052867967306404,0.7215440918554745,0.05211715597265887,0.0029845181300996396,0.005525235155830995,0.047300319212871825
tour_id9jslxdlc,0.16130818234825473,0.78087040845696,0.022029649376580945,0.005229103306445081,0.003320608849070601,0.027242047662688552
tour_id7l1tqq3l,0.14786098514756632,0.7723936103778342,0.03722744569410504,0.004444726799074452,0.007165151286881759,0.030908080694538282
tour_idarhine53,0.12572626534034587,0.7620410280644087,0.0524052240371996,0.0031444586003810475,0.007772752357810584,0.04891027159985423
tour_id1ssjmgtf,0.013526268605170286,0.002054363571439803,0.00024479750967260945,0.1751584396968769,0.5682774304058545,0.24073870021098576
tour_idcjzpvsbd,0.33596785023904674,0.034294645766738505,0.0012711885325042667,0.017584685486870765,0.03756270577602371,0.5733189241988161
tour_idp53f6fg8,0.007720279285631012,0.0015834485672282749,0.0001390217354752983,0.259940660702118,0.5342712357918885,0.19634535391765884
tour_idrgw9c70j,0.444347780609212,0.26310245701630564,0.003195785887216397,0.022748875175515583,0.0149955573340275,0.2516095439777229
tour_idlx2jlzs3,0.2722939525677478,0.054078360833285696,0.0008163824902405672,0.04215311221744013,0.01104799474150977,0.619610197149776
tour_idjateimuw,0.6811073308393869,0.16600095338782767,0.01864870907882831,0.008021787523019084,0.004562054758439283,0.1216591644124986
tour_idof6v2a2t,0.03509246740867096,0.004732199338823372,0.0004245301713311733,0.21533433894297782,0.3527418216913288,0.39167464244686784
tour_idbphqzwq0,0.19216442034148212,0.6970388587019205,0.015070317884234694,0.011117045650685801,0.006126302496172867,0.07848305492550396
tour_idnju0d13b,0.46464087501337803,0.35623504830644503,0.10462201618355346,0.005847531764220399,0.0063186421199845225,0.062335886612418547
tour_idbtqabgv8,0.3443851157890234,0.21239902483969175,0.0012216814222311943,0.04380270566594172,0.014964117270498107,0.38322735501261374
tour_idkzy90idc,0.2479356608189663,0.44235567955838595,0.0757407249061155,0.009573254847376691,0.07134300041320715,0.1530516794559484
tour_idybhcrip4,0.24710031738838137,0.6958936543468044,0.008802636320533942,0.002754879817603134,0.005207245921124541,0.040241266205552566
tour_idgo26zwiw,0.028769008271496838,0.8534239943535926,0.06108888543075815,0.006711777439756331,0.005466666062627526,0.044539668441768474
tour_id6yuxzmbk,0.10462124386178594,0.7513201057968399,0.07464245565244877,0.005854126639136902,0.010669457212486768,0.05289261083730174
tour_idxl466y8a,0.2196476145663451,0.057249204930246975,0.0009844273194206618,0.05720080075778367,0.04984071590748446,0.615077236518719
tour_idx73vs98v,0.22085669984141923,0.631158206270766,0.036752666376261386,0.015109241290143693,0.012773131148235245,0.08335005507317447
tour_id3r9btjk4,0.049771853080711116,0.02914389578666309,0.0011299174156334704,0.1086934057940551,0.15518494390164483,0.6560759840212924
tour_idhgq4urqb,0.2962526415944432,0.5885019081204954,0.009738706047813447,0.005306415498361661,0.016141869438215724,0.08405845930067062
tour_idurejxr5g,0.7466765032667912,0.12604953512657666,0.00568461464881659,0.006231110716154299,0.0038895407021925766,0.11146869553946882
tour_id8hmm45yg,0.25886010162667766,0.6523872426841828,0.030014594278199185,0.002880928036245445,0.005078671772046986,0.05077846160264804
tour_id18jsnowr,0.27833515928902786,0.21605425829583558,0.007274548202096338,0.04633781162679792,0.0714148753448768,0.38058334724136555
tour_idgs3jbjvb,0.24664394277944054,0.13183281770934668,0.0014194469963042433,0.03183654261306808,0.011455251520471653,0.5768119983813689
tour_idikwsynra,0.06128744808963021,0.012402324992591413,0.0005432174530083955,0.14280663510557928,0.05320968611693422,0.7297506882422564
tour_idxexxrypa,0.13373927790804946,0.07968079848670792,0.0027620599231836422,0.037434387745187155,0.021127614000586072,0.7252558619362859
tour_id4vle4re3,0.3243649538977634,0.5668940631683037,0.014592469150977967,0.002992778734552677,0.0062339701095795435,0.08492176493882266
tour_id4ktjhmd1,0.39275594537412567,0.37643553170016103,0.0019960603023304077,0.017909328388418744,0.022373650015928788,0.18852948421903531
tour_id51l3gvnj,0.25533537041603055,0.5814458909320188,0.016988103059637206,0.019856888915605025,0.008894188122742924,0.11747955855396533
tour_id8pp1z0qj,0.18101852189246165,0.07106742259566615,0.0008309783330176794,0.06521784114132416,0.11927544343312506,0.5625897926044052
tour_id60ehhnp2,0.14695726047686483,0.7039798506980259,0.024526638497364184,0.006863322430297044,0.004694163062366429,0.11297876483508164
tour_idpxt0agk9,0.35448142870544913,0.4040981591197214,0.044966300604400794,0.030629273828546983,0.02076718220945908,0.14505765553242253
tour_id8zqbxmj5,0.2665458703169864,0.5577628809320697,0.013891903030036585,0.010731325062519715,0.02559981146667071,0.12546820919171695
tour_idp5ukjn9m,0.0009042187001961785,0.0004281833452248327,4.441854378558162e-05,0.0426189022022632,0.9405984761166489,0.015405801091881282
tour_idu7oecbie,0.003724994346281563,0.0017241291863805948,6.593889790562945e-05,0.11555382854317232,0.8143847586532822,0.06454635037297775
tour_id1dr9cikr,0.12335513208868713,0.7903347999456117,0.036986562215232194,0.0037414575941468685,0.006892796582598935,0.03868925157372313
tour_id0r3qxbif,0.13488070328333718,0.01707017503519327,0.0006071442134768085,0.09668171898318037,0.09640347162949098,0.6543567868553215
tour_idnox2sywq,0.13034662196081476,0.7251697937951367,0.008116171048560253,0.029055129583906627,0.016757948667427212,0.09055433494415437
tour_idy1jgkshd,0.0023688533019572073,0.0020998075428879724,6.240264474057571e-05,0.08262975558243153,0.8762204854806489,0.036618695447333774
tour_idgww40skh,0.4418953740502522,0.4672364332816644,0.008173414878239554,0.013275839202427673,0.009652156175958803,0.059766782411457366
tour_ida8jpbqln,0.1542537392848282,0.740014806886583,0.05549169756501287,0.0033255697716428508,0.006456225791392803,0.0404579607005403
tour_idhyrqzusv,0.06063978926516228,0.018760380757233634,0.00031380751596430127,0.12860278536221187,0.02647835009585916,0.7652048870035688
tour_idhad98cqz,0.3585952829463853,0.40640388748768286,0.0038319817039776274,0.0292561007039431,0.01651665011502338,0.18539609704298768
tour_idmwm72g00,0.7366171403007773,0.16229140636732928,0.007765157305317411,0.006771045089412825,0.009794425079134514,0.07676082585802865
tour_idvwseyhh5,0.12110074307534385,0.7755348765764422,0.04254284563205296,0.006977620683848586,0.008322132921066268,0.04552178111124631
tour_idgcf1yvij,0.01068646917615714,0.005972867490120103,6.988872136645146e-05,0.3801698912451308,0.23108394409245198,0.37201693927477353
tour_id3rxtrcif,0.05650186699477956,0.8658139513193133,0.022849554754701854,0.00533916899905492,0.010639209405380518,0.03885624852676984
tour_idy8ljrftg,0.2880368897755789,0.6265244851533383,0.008864958260424395,0.009470102075731122,0.008773789539052439,0.058329775195874914
tour_idnp3tf107,0.06894057791302936,0.017811918804962513,0.00024361649582852607,0.08047715698880792,0.11273213669378575,0.719794593103586
tour_id6flbqbca,0.19649347155801444,0.059440770518562155,0.0006042116358098237,0.05354565330329991,0.06072500978189526,0.6291908832024183
tour_idlwhkzuj1,0.3327418426212621,0.3748343572301212,0.013922400226720383,0.00833793779425305,0.03468733906184779,0.2354761230657955
tour_idyj7ih64p,0.15195936754066977,0.03496064211815849,0.0017020493855324738,0.08987537029556705,0.04796665197293602,0.6735359186871362
tour_idpsajjmyx,0.29632117585037876,0.5806683302486008,0.02119939585957041,0.007472730888407567,0.017218095585507458,0.0771202715675351
tour_iddjm6wl6i,0.08794494349134699,0.012104052288326353,0.0003198500169409746,0.17904310501183415,0.22570779432935695,0.4948802548621945
tour_idtagybv4g,0.3364121682391067,0.4765024487570432,0.03781853175586051,0.008777100036977794,0.02396420713962533,0.11652554407138652
tour_idqafmheqa,0.363713529579505,0.2974034733365251,0.008970509098901985,0.020851407493166822,0.029259965065762394,0.27980111542613867
tour_idyi6los82,0.13911282770410177,0.060025487293526414,0.0019626589733981667,0.16915797248928735,0.043558621026964076,0.5861824325127223
tour_idih1eowcb,0.46443401374617166,0.2718126181530582,0.010920522632318491,0.025279031492193123,0.02707564394767579,0.20047817002858273
tour_id95d3hnoi,0.3762511328797221,0.15273739804502393,0.010517832170261919,0.027647678478914802,0.10934028225508832,0.32350567617098885
tour_idvldrbm0s,0.12114780605879723,0.02789420883176571,0.00035225038294911965,0.16271068459551424,0.07175433677986612,0.6161407133511075
tour_idiu5a5tzw,0.0913775914437867,0.8335671167261942,0.03643027412432422,0.005859983653302511,0.007027761112509451,0.025737272939883003
tour_idv36rzh7c,0.008724124610121996,0.006673694979794931,0.0005129438294076047,0.23266998255726445,0.6036863468682291,0.14773290715518203
tour_id85njxjsn,0.3019186249974629,0.2856634664157398,0.010708270090790447,0.02817500273133242,0.026624157060251598,0.3469104787044228
tour_ids4xd11vg,0.06423974284522044,0.7800146685261014,0.13399638121231972,0.0018768070171099912,0.00259859221218603,0.017273808187062437
tour_ids6e9lk9c,0.1929181983756335,0.527396926250829,0.0030746256978065618,0.034503709242628744,0.004959163566711625,0.23714737686639065
tour_idhprlrkv6,0.21816682706678214,0.05904338761198276,0.001169180011295905,0.049444508379029466,0.05116815778452507,0.6210079391463846
tour_id99pyaz9x,0.3120771767747474,0.6182007345027261,0.006199294857193202,0.004409869286438105,0.007352546552018278,0.051760378026877114
tour_idg7e3ui4n,0.35678139295481304,0.20854175839858596,0.0024594556221484826,0.021775756494974263,0.010750018467402776,0.3996916180620754
tour_idrh37r0j7,0.06397489592091268,0.013332537684218007,0.00021663233198078362,0.057234935444235885,0.14917259566077556,0.7160684029578771
tour_iduxrqhcea,0.23081234742610043,0.6677216869132769,0.016354335833449227,0.00606520581021168,0.008951189134377483,0.07009523488258428
tour_id99d7kiwy,0.16526286692614384,0.7102570599589787,0.019008303041854024,0.005867300369897895,0.008482959469532642,0.09112151023359287
tour_idw8wm2o5v,0.04269954874138805,0.0077500510002368635,0.0001837056016786067,0.19034851533400943,0.4492378457760367,0.3097803335466503
tour_idqyq9zw0y,0.2618037381665594,0.5744467667434758,0.0597960014143728,0.010579260106826163,0.024615959801777745,0.06875827376698808
tour_idivwq4v1w,0.002072535825935408,0.001344772323362895,0.00010426937862769646,0.16700468877360264,0.7662252850309075,0.06324844866756385
tour_id4xoqo9i1,0.36010021556583616,0.5315418461193381,0.01829705238395317,0.010425726397636038,0.00897151704037043,0.07066364249286602
tour_idnevz5lyh,0.07757860326788676,0.8442037037738777,0.05828750030802883,0.001629543494989107,0.0027507649907910774,0.01554988416442672
tour_idn49b65yc,0.017789437870030806,0.006190507319303219,0.0004134086037088713,0.15410927102144015,0.19576543004616137,0.6257319451393556
tour_idjrta1z0l,0.20465130635983364,0.6755884325917288,0.04521674860103403,0.004379681175294826,0.010966120563966375,0.059197710708142226
tour_idequkopmm,0.23830485888262357,0.15908182163866047,0.0013956166702233253,0.1021397094457084,0.07561865376856657,0.4234593395942177
tour_idkr5a8qhh,0.2730160548192955,0.16403095769254053,0.006891782826351033,0.03367367798407109,0.03138554141375455,0.4910019852639873
tour_idck1i9jpy,0.0026917850159009953,0.0010832129473791771,3.244992581460197e-05,0.09827699051631808,0.8499873689991155,0.0479281925954716
tour_idamsemrsk,0.709694321174889,0.13715120450800342,0.012755453573444818,0.00768470788128729,0.004107568778059401,0.12860674408431616
tour_ide41cohib,0.12465901287606909,0.8236034305176421,0.009113899184107857,0.008211916958271965,0.007283802657727336,0.027127937806181855
tour_id2capxqan,0.0023688533019572073,0.0020998075428879724,6.240264474057571e-05,0.08262975558243153,0.8762204854806489,0.036618695447333774
tour_idmkyy3nzt,0.048929370624706515,0.017573640076884757,0.0035640057918370016,0.04507362361980528,0.020585347354446216,0.8642740125323203
tour_idnhl7qohv,0.07560532498505501,0.02526457133218937,0.0023093978049265754,0.12169855447193256,0.033241259497811135,0.7418808919080854
tour_idh18uxy9f,0.014589302535632731,0.002746778241301649,0.00011023595523341247,0.15061091541688684,0.6280252267196544,0.20391754113129104
tour_idi0vhg24d,0.16842762274255488,0.10443968536347913,0.0017468885533067412,0.06203904929024657,0.06027074543956145,0.6030760086108513
tour_ids4vqip7q,0.516440849330685,0.31897910515322603,0.010105749253568393,0.012386793188279793,0.0114798022093382,0.13060770086490261
tour_idgejmazuc,0.7370506619437496,0.13830230584746625,0.00715406340836657,0.0063539095430378695,0.0034174378910534734,0.10772162136632624
tour_idf80dee6z,0.23687827928946445,0.3955607190479227,0.006737944968469467,0.023277565079660122,0.026621028554516483,0.3109244630599667
tour_id52jj29ct,0.32198605047570944,0.37415851065886024,0.09392167790169975,0.02635006628768967,0.04575890532854235,0.13782478934749848
tour_idmku52s29,0.0431020034161128,0.016429739768956814,0.0003783748905406257,0.12246573895137912,0.09416369182132357,0.723460451151687
tour_idfj2056k5,0.08451600787954695,0.032003437267706075,0.0002184033434425086,0.08535325108344931,0.02299663043299291,0.7749122699928622
